"id","valid_id","sname","sauthor","tname","tauthor","resource_id","resname","datecollected","latitude","longitude","lifestage","basisofrecord","datelastcached","dateprecision","datelastmodified","depth","depthprecision","temperature","salinity","nitrate","oxygen","phosphate","silicate"
15764363,698575,"Maurolicus muelleri","","Maurolicus muelleri","(Gmelin, 1789)",2417,"Fish specimens","",42.2999992370605,-65.1666641235352,"","S",2011-10-06 00:00:00,"","",,,,,,,,
15802977,786427,"Myliobatis freminvillei","","Myliobatis freminvillei","Lesueur, 1824",2417,"Fish specimens","1982-09-23",37,-75.8166656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15806787,435352,"Raja laevis","","Raja laevis","Mitchill, 1818",2417,"Fish specimens","1982-09-23",36.6500015258789,-75.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15660388,698575,"Maurolicus muelleri","","Maurolicus muelleri","(Gmelin, 1789)",2417,"Fish specimens","1967-04-04",36.4916648864746,-74.7249984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15794608,661124,"Prionotus salmonicolor","","Prionotus salmonicolor","(Fowler, 1903)",2417,"Fish specimens","1982-09-22",35.3333320617676,-75.3166656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15800351,452155,"Helicolenus dactylopterus","","Helicolenus dactylopterus","(Delaroche, 1809)",2417,"Fish specimens","1968-07-08",42.2999992370605,-65.1666641235352,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15782760,479153,"Notoscopelus kroyeri","","Notoscopelus kroyeri","(Malm, 1861)",2417,"Fish specimens","1966-07-28",40.9388885498047,-66.5833358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
13084404,513581,"Stenotomus chrysops","","Stenotomus chrysops","(Linnaeus, 1766)",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15788464,602793,"Ariomma melanum","","Ariomma melanum","(Ginsburg, 1954)",2417,"Fish specimens","1966-07-28",40.6888885498047,-66.7972259521484,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15684528,491493,"Pholis gunnellus","","Pholis gunnellus","(Linnaeus, 1758)",2417,"Fish specimens","1919-09-22",44.2666664123535,-66.3499984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15610780,455798,"Hygophum hygomii","","Hygophum hygomii","(Lütken, 1892)",2417,"Fish specimens","1966-07-28",40.9388885498047,-66.5833358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15787578,454198,"Paralichthys oblongus","","Paralichthys oblongus","(Mitchill, 1815)",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15688573,474433,"Myoxocephalus aeneus","","Myoxocephalus aenaeus","(Mitchill, 1814)",2417,"Fish specimens","1922-08-25",45.3158340454102,-64.4361114501953,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15669067,509408,"Seriola zonata","","Seriola zonata","(Mitchill, 1815)",2417,"Fish specimens","1982-09-22",35.3833351135254,-75.4333343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15662533,454210,"Hippoglossus hippoglossus","","Hippoglossus hippoglossus","(Linnaeus, 1758)",2417,"Fish specimens","1949-06-15",45.0999984741211,-66.033332824707,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15656060,512833,"Squalus acanthias","","Squalus acanthias","Linnaeus, 1758",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15609091,526625,"Zenopsis conchifera","","Zenopsis conchifera","(Lowe, 1852)",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15776014,521632,"Trinectes maculatus","","Trinectes maculatus","(Bloch & Schneider, 1801)",2417,"Fish specimens","1982-09-27",38.6666679382324,-75,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15680895,418294,"Centropristis striatus","","Centropristis striata","(Linnaeus, 1758)",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15696556,609706,"Caranx bartholomaei","","Caranx bartholomaei","Cuvier, 1833",2417,"Fish specimens","1982-09-22",35.3333320617676,-75.3166656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15772317,512833,"Squalus acanthias","","Squalus acanthias","Linnaeus, 1758",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15816802,620721,"Diaphus dumerilii","","Diaphus dumerilii","(Bleeker, 1856)",2417,"Fish specimens","1967-04-04",36.4916648864746,-74.7249984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15802940,441682,"Eumicrotremus spinosus","","Eumicrotremus spinosus","(Fabricius, 1776)",2417,"Fish specimens","1969-03-15",45.0666656494141,-66.4499969482422,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15688231,600780,"Anchoa hepsetus","","Anchoa hepsetus","(Linnaeus, 1758)",2417,"Fish specimens","1982-09-23",36.6500015258789,-75.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15696971,700625,"Sphoeroides maculatus","","Sphoeroides maculatus","(Bloch & Schneider, 1801)",2417,"Fish specimens","1982-09-22",35.3833351135254,-75.4333343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15606921,525233,"Vinciguerria poweriae","","Vinciguerria poweriae","(Cocco, 1838)",2417,"Fish specimens","1967-04-04",36.4916648864746,-74.7249984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15778589,402594,"Anchoa mitchilli","","Anchoa mitchilli","(Valenciennes, 1848)",2417,"Fish specimens","1962-06-17",38,-76,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15684522,618662,"Cyclopterus lumpus","","Cyclopterus lumpus","Linnaeus, 1758",2417,"Fish specimens","1919-09-22",44.2666664123535,-66.3499984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15683128,1021073,"Osmerus mordax","","Osmerus mordax","(Mitchill, 1814)",2417,"Fish specimens","1916-09-21",44,-69,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15668023,695553,"Anchoa lyolepis","","Anchoa lyolepis","(Evermann & Marsh, 1900)",2417,"Fish specimens","1982-09-23",36.6500015258789,-75.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15662726,606260,"Benthosema glaciale","","Benthosema glaciale","(Reinhardt, 1837)",2417,"Fish specimens","1967-04-04",36.4916648864746,-74.7249984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15658187,620737,"Diaphus luetkeni","","Diaphus luetkeni","(Brauer, 1904)",2417,"Fish specimens","1967-04-04",36.4916648864746,-74.7249984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15807974,495147,"Pollachius virens","","Pollachius virens","(Linnaeus, 1758)",2417,"Fish specimens","1919-09-22",44.2666664123535,-66.3499984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15671075,399447,"Alepisaurus ferox","","Alepisaurus ferox","Lowe, 1833",2417,"Fish specimens","1965-09-29",41.3333320617676,-66.1833343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15689768,697375,"Etropus microstomus","","Etropus microstomus","(Gill, 1864)",2417,"Fish specimens","1982-09-27",38.6666679382324,-75,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15593846,521632,"Trinectes maculatus","","Trinectes maculatus","(Bloch & Schneider, 1801)",2417,"Fish specimens","1982-09-27",38.6666679382324,-75,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15593896,512833,"Squalus acanthias","","Squalus acanthias","Linnaeus, 1758",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15687899,670091,"Squatina dumerilii","","Squatina dumeril","Lesueur, 1818",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15810581,627892,"Gadidae","","Gadidae","Rafinesque, 1810",2417,"Fish specimens","1966-02-08",35.466667175293,-74.8916702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15805272,613004,"Chlorophthalmus agassizi","","Chlorophthalmus agassizi","Bonaparte, 1840",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15778841,660894,"Priacanthus arenatus","","Priacanthus arenatus","Cuvier, 1829",2417,"Fish specimens","1982-09-22",35.3333320617676,-75.3166656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15693724,402594,"Anchoa mitchilli","","Anchoa mitchilli","(Valenciennes, 1848)",2417,"Fish specimens","1982-09-23",36.6500015258789,-75.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15685497,469783,"Menticirrhus saxatilis","","Menticirrhus saxatilis","(Bloch & Schneider, 1801)",2417,"Fish specimens","1982-09-27",38.6666679382324,-75,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15813781,670091,"Squatina dumerilii","","Squatina dumeril","Lesueur, 1818",2417,"Fish specimens","1982-09-23",36.6500015258789,-75.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15812915,474112,"Mustelus canis","","Mustelus canis","(Mitchill, 1815)",2417,"Fish specimens","1977-07-08",45.1166648864746,-66.2416687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15336071,627911,"Gadus morhua","","Gadus morhua","Linnaeus, 1758",2417,"Fish specimens","1919-09-22",44.2666664123535,-66.3499984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15605766,418909,"Ceratoscopelus maderensis","","Ceratoscopelus maderensis","(Lowe, 1839)",2417,"Fish specimens","1966-07-28",40.9388885498047,-66.5833358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15670747,664476,"REMORA OSTEOCHIR","","Remora osteochir","(Cuvier, 1829)",2417,"Fish specimens","1998-01-22",39.6166648864746,-73.0833358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15810500,695553,"Anchoa lyolepis","","Anchoa lyolepis","(Evermann & Marsh, 1900)",2417,"Fish specimens","1982-09-23",36.6500015258789,-75.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15694479,525233,"Vinciguerria poweriae","","Vinciguerria poweriae","(Cocco, 1838)",2417,"Fish specimens","1967-04-04",36.4916648864746,-74.7249984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15813284,418909,"Ceratoscopelus maderensis","","Ceratoscopelus maderensis","(Lowe, 1839)",2417,"Fish specimens","1967-04-04",36.4916648864746,-74.7249984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15655308,512833,"Squalus acanthias","","Squalus acanthias","Linnaeus, 1758",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15686442,520559,"Trachurus lathami","","Trachurus lathami","Nichols, 1920",2417,"Fish specimens","1982-09-22",35.3833351135254,-75.4333343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15605788,474112,"Mustelus canis","","Mustelus canis","(Mitchill, 1815)",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15810054,752260,"Mugilidae","","Mugilidae","Jarocki, 1822",2417,"Fish specimens","1966-02-08",35.466667175293,-74.8916702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15786911,524072,"Urophycis regia","","Urophycis regia","(Walbaum, 1792)",2417,"Fish specimens","1966-02-08",35.7666664123535,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15606087,664912,"Rhinoptera bonasus","","Rhinoptera bonasus","(Mitchill, 1815)",2417,"Fish specimens","1982-09-23",36.6500015258789,-75.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15660557,471162,"Microgadus tomcod","","Microgadus tomcod","(Walbaum, 1792)",2417,"Fish specimens","1923-07-03",45.3166656494141,-63.4833335876465,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15597290,471162,"Microgadus tomcod","","Microgadus tomcod","(Walbaum, 1792)",2417,"Fish specimens","1923-07-11",45.3166656494141,-63.4833335876465,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15595174,696054,"Brevoortia tyrannus","","Brevoortia tyrannus","(Latrobe, 1802)",2417,"Fish specimens","1943-11-18",45.0166664123535,-66.8333358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15810329,752260,"Mugilidae","","Mugilidae","Jarocki, 1822",2417,"Fish specimens","1966-02-08",35.7999992370605,-74.8833312988281,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15807369,400645,"Ammodytes americanus","","Ammodytes americanus","DeKay, 1842",2417,"Fish specimens","1982-09-15",37.4166679382324,-74.6999969482422,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15681659,462767,"Raja erinacea","","Raja erinacea","Mitchill, 1825",2417,"Fish specimens","1982-09-15",37.4166679382324,-74.6999969482422,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15668077,524072,"Urophycis regia","","Urophycis regia","(Walbaum, 1792)",2417,"Fish specimens","1982-09-15",37.4166679382324,-74.6999969482422,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15593068,670091,"Squatina dumerilii","","Squatina dumeril","Lesueur, 1818",2417,"Fish specimens","1982-09-22",35.8666648864746,-75.2666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15787559,627892,"Gadidae","","Gadidae","Rafinesque, 1810",2417,"Fish specimens","1966-02-08",35.7999992370605,-74.8833312988281,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15778371,507953,"Scomberesox saurus","","Scomberesox saurus","(Walbaum, 1792)",2417,"Fish specimens","1965-08-17",43,-67,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15782197,524067,"Urophycis chuss","","Urophycis chuss","(Walbaum, 1792)",2417,"Fish specimens","1982-09-28",39.3666648864746,-73.5,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15606745,471162,"Microgadus tomcod","","Microgadus tomcod","(Walbaum, 1792)",2417,"Fish specimens","1923-07-28",45.3166656494141,-63.4833335876465,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15596116,526798,"Macrozoarces americanus","","Macrozoarces americanus","(Bloch & Schneider, 1801)",2417,"Fish specimens","1982-09-28",39.3666648864746,-73.5,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15595291,473203,"Morone saxatilis","","Morone saxatilis","(Walbaum, 1792)",2417,"Fish specimens","1923-07-11",45.3166656494141,-63.4833335876465,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15602736,399768,"Alosa sapidissima","","Alosa sapidissima","(Wilson, 1811)",2417,"Fish specimens","1923-07-25",45.3166656494141,-63.4833335876465,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15697204,508085,"Scophthalmus aquosus","","Scophthalmus aquosus","(Mitchill, 1815)",2417,"Fish specimens","2009-11-20",45.2778282165527,-64.9371719360352,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15682281,505782,"Salvelinus fontinalis","","Salvelinus fontinalis","(Mitchill, 1814)",2417,"Fish specimens","1958-06-02",45.2333335876465,-67.1833343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15601843,418909,"Ceratoscopelus maderensis","","Ceratoscopelus maderensis","(Lowe, 1839)",2417,"Fish specimens","",41.1166648864746,-66.3499984741211,"","S",2011-10-06 00:00:00,"","",,,,,,,,
15688063,469903,"Merluccius bilinearis","","Merluccius bilinearis","(Mitchill, 1814)",2417,"Fish specimens","1966-02-08",35.7999992370605,-74.8833312988281,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15657532,473203,"Morone saxatilis","","Morone saxatilis","(Walbaum, 1792)",2417,"Fish specimens","1923-07-28",45.3166656494141,-63.4833335876465,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15605424,670641,"Monacanthus hispidus","","Monacanthus hispidus","(Linnaeus, 1766)",2417,"Fish specimens","1982-09-16",35.4833335876465,-75.0666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15609582,474447,"Myoxocephalus scorpius","","Myoxocephalus scorpius","(Linnaeus, 1758)",2417,"Fish specimens","1966-08-13",44.9000015258789,-66.9000015258789,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15801917,452804,"Hemitripterus americanus","","Hemitripterus americanus","(Gmelin, 1789)",2417,"Fish specimens","1982-09-28",39.3666648864746,-73.5,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15697256,423131,"Citharichthys arctifrons","","Citharichthys arctifrons","Goode, 1880",2417,"Fish specimens","1982-09-15",37.4166679382324,-74.6999969482422,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15693951,524073,"Urophycis tenuis","","Urophycis tenuis","(Mitchill, 1814)",2417,"Fish specimens","1920-06-09",45.2999992370605,-64.4000015258789,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15676072,757764,"Raja eglanteria","","Raja eglanteria","Bosc, 1800",2417,"Fish specimens","1982-09-16",35.4833335876465,-75.0666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15673681,424201,"Clupea harengus","","Clupea harengus","Linnaeus, 1758",2417,"Fish specimens","2009-11-20",42.5603294372559,-65.9938278198242,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15670774,672240,"Synodus poeyi","","Synodus poeyi","Jordan, 1887",2417,"Fish specimens","1982-09-16",35.4833335876465,-75.0666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15670534,521415,"Triglops murrayi","","Triglops murrayi","Günther, 1888",2417,"Fish specimens","1964-08-13",42.125,-66.783332824707,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15661417,465893,"Lycenchelys verrilli","","Lycenchelys verrillii","(Goode & Bean, 1877)",2417,"Fish specimens","1948-07-15",45.0166664123535,-66.8333358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15609347,1021073,"Osmerus mordax","","Osmerus mordax","(Mitchill, 1814)",2417,"Fish specimens","1923-07-28",45.3166656494141,-63.4833335876465,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15689012,473203,"Morone saxatilis","","Morone saxatilis","(Walbaum, 1792)",2417,"Fish specimens","1923-07-03",45.3166656494141,-63.4833335876465,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15697175,524073,"Urophycis tenuis","","Urophycis tenuis","(Mitchill, 1814)",2417,"Fish specimens","1923-07-03",45.3166656494141,-63.4833335876465,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15674634,424201,"Clupea harengus","","Clupea harengus","Linnaeus, 1758",2417,"Fish specimens","1920-09-06",45.2999992370605,-64.4000015258789,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15663645,399767,"Alosa pseudoharengus","","Alosa pseudoharengus","(Wilson, 1811)",2417,"Fish specimens","1920-06-09",45.2999992370605,-64.4000015258789,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15812288,1021073,"Osmerus mordax","","Osmerus mordax","(Mitchill, 1814)",2417,"Fish specimens","1920-06-09",45.2999992370605,-64.4000015258789,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15810682,695575,"Anguilla rostrata","","Anguilla rostrata","(Lesueur, 1817)",2417,"Fish specimens","1958-06-02",45.2333335876465,-67.1833343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15805868,491493,"Pholis gunnellus","","Pholis gunnellus","(Linnaeus, 1758)",2417,"Fish specimens","1966-08-13",44.9000015258789,-66.9000015258789,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15792613,474441,"Myoxocephalus octodecemspinosus","","Myoxocephalus octodecemspinosus","(Mitchill, 1814)",2417,"Fish specimens","1982-09-28",39.3666648864746,-73.5,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15811286,464928,"Lophius americanus","","Lophius americanus","Valenciennes, 1837",2417,"Fish specimens","1982-09-15",37.4166679382324,-74.6999969482422,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15603606,416767,"Carcharhinus plumbeus","","Carcharhinus plumbeus","(Nardo, 1827)",2417,"Fish specimens","1982-09-15",36.8833351135254,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15657067,524072,"Urophycis regia","","Urophycis regia","(Walbaum, 1792)",2417,"Fish specimens","1982-09-16",35.6333351135254,-74.966667175293,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15787453,674733,"Trachinocephalus myops","","Trachinocephalus myops","(Forster, 1801)",2417,"Fish specimens","1982-09-16",35.4833335876465,-75.0666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15803891,444713,"Fundulus diaphanus","","Fundulus diaphanus","(Lesueur, 1817)",2417,"Fish specimens","1969-05-30",44,-68,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15663653,418294,"Centropristis striata","","Centropristis striata","(Linnaeus, 1758)",2417,"Fish specimens","1982-09-15",36.8833351135254,-74.8666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
